1;2
1;3
1;4
2;5
2;6
2;7
3;8
3;9
3;10
4;11
4;12
4;13
5;11
5;14
5;15
6;11
6;15
6;16
7;11
7;16
7;17
8;11
8;13
8;18
9;19
9;20
9;21
10;19
10;21
10;30
11;19
11;20
11;31

