1;1
2;2
3;2
3;1
3;3
4;2
4;1
4;4
4;5
5;2
5;1
5;4
5;5
6;1
7;1
7;2
7;5
8;3
8;5
9;4
9;1
9;6
10;2
10;4
11;2
11;4
