1;1
1;2
2;2
2;3
3;2
3;3
4;2
4;4
4;5
4;6
4;3
5;2
5;3
5;4
6;3
6;2
6;5
7;3
7;2
8;3
8;2
8;5
9;3
9;1
9;5
11;1
11;2
10;1
10;3
10;7
